SiteName,Region,Period,TombID,BronzePeriod,NoInterRegionalPotImports,InterRegionalPotImportDesc,NoInternPotImports,InternPotImportsDesc,NoLocalPots,LocalPotsDesc,NoRitualItems,RitualItemDesc,NoFeastingSpecial,FeastingSpecialDesc,NoCuLocalArtifacts,CuLocalArtifactsDesc,NoBrzArtifacts,BrzArtifactsDesc,NoOtherMetalImports,OtherMetalImportsDesc,NoAnimalBone,AnimalBoneDesc,NoOtherInterRegionalImport,OtherInterRegionalImportDesc,NoOtherInternationalImport,OtherInternationalImportDesc,NoOtherLocalGoods,OtherLocalGoodsDesc,NoIntraRegionalPotImport,IntraRegionalImportPotDesc,NoIntraRegionalImport,IntraRegionalImportDesc,NoLocalPicrolite,PicroliteDesc,NoPicroliteImport,NoTombdecor,MetalMakingSupIconDesc,TotalPots,TotalIntraRegionalGoods,TotalInterRegionalGoods,TotalInternationalGoods,TotalIdeology,TotalMinerals,TotalMetals,TotalLocal,TotalArtifacts,TotalImports,TotalFeasting,TotalLocalImport
Philia Vasiliko,Central,Philia,005a,Philia,1,Red on Red bowl 1,0,,7,"RPP bowl 2
RPP jug 1
RPP amphora 1
RPP bottle 2
RPP (labeled as Red Slip) bowl 1",0,,0,,1,"""Bronze"" knife 1 (untested)",0,,0,,0,,0,,0,,3,"Spindle whorl 1
Stone pestle 1
Flint blade 1",2,"Black Slip and Combed bowl 1
WPP (labeled as Red on White) spouted bowl 1",0,,0,,0,0,,10,2,1,0,0,1,1,11,14,3,10,3
Phlasou Kousoulia,Central,PreBA 1,7,"ECI-II, III (early)",0,,0,,13,"Some pots combo of N, S, C traits
RP cooking pot 1
RPBT bowl 1
RP bowl 1
RPm bowl 2
RP basin 4
RP jug 4",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,13,0,0,0,0,0,0,13,13,0,13,0
Phlasou Kousoulia,Central,PreBA 1,8,ECI-II,1,RPBT incised flask 1,0,,5,"RP juglet 1
RP tulip bowl 1
RP basin 1
RP jug 1
RPm jug 1",0,,1,RP tulip bowl 1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,6,0,1,0,0,0,0,5,6,1,7,1
Phlasou Kousoulia,Central,PreBA 1,9,"ECI-II, III (early)",2,"RP side spouted bowl 1 (like those from N Coast)
RP jug 1 (like those from Ps. Trelloukkas)",0,,17,"RP jug 7
RP lg jar 3
RPBT bowl 3
RP cooking pot 1
RPm bowl 2
RP side spouted basin 1",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,19,0,2,0,0,0,0,17,19,2,19,2
Phlasou Kousoulia,Central,PreBA 1,10,"ECI-II, III (early)",5,"RPBT incised flask 3
RP jug with bird on shoulder 1
RPm spouted bowl 1",0,,23,"RPBT bowl 3
RPm ladle 1
RP bowl 4
RP tulip bowl 1
RPm bowl 2
RP cooking pot 2
RP jug 5
RP lg jug 1
RP double necked incised jug 1
RPm basin 1
RPm jug 1
RP jar 1",1,RP jug with bird on shoulder 1,2,"RP tulip bowl 1
RP double necked incised jug 1",0,,0,,0,,0,,0,,0,,2,RP Coarse spindle whorl 2,0,,0,,0,,0,0,,28,0,5,0,1,0,0,25,30,5,30,5
Phlasou Kousoulia,Central,PreBA 1,11,ECII-III (early),0,,0,,2,"RP jar 1
RP jug 1",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,2,0,0,0,0,0,0,2,2,0,2,0
Phlasou Kousoulia,Central,PreBA 1,12,ECII-III (early),3,"RP jug 1
RPBT incised flask 1
RP askos ""duck vase"" 1",0,,11,"RPm jar 1
RPm jug 2
RPBT bowl 1
RP lg bowl 1
RP jar 1
RPm bowl 2
RP jug 1
RP basin 1
RP spouted bowl 1",1,"RP askos ""duck vase"" 1",0,,0,,0,,0,,0,,1,BP spindle whorl 1,0,,0,,0,,0,,0,,0,1,,14,0,4,0,1,0,0,11,15,4,14,4
Phlasou Kousoulia,Central,PreBA 1,13,ECII-III (early),3,"RP askos bird shaped 1
RPBT incised flask 2",0,,13,"RPBT bowl 4
RPm bowl 3
RPm basin 1
RP jar 3
RPm jug 2",1,RP askos bird shaped 1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,16,0,3,0,1,0,0,13,16,3,16,3
Phlasou Kousoulia,Central,PreBA 1,14,ECII-III (early),0,,0,,8,"RP jug 3
RPm jug 1
RP bowl 1
RPBT bowl 2
RPm basin 1",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,8,0,0,0,0,0,0,8,8,0,8,0
Psematismenos Trelloukkas,South,PreBA 1,80,ECI-II,4,"RP I-II incised small jar 1
RP I-II incised flask 1
RP I-II jar 1 (North Coast design)
RP I-II small bowl 1",0,,25,"RPm I-II jug 2
RPm I-II small bowl 11
RPm I-II med bowl 4
RPm I-II lg bowl 2
RPm I-II cooking pot 1
RPm I-II jug 1
RPm I-II spouted bowl 1
RPm I-II ladle 1
RPm I-II closed vessel 1
RPm I-II ladle handle? 1",0,,0,"Animal bone, many small bowls, lg bowls, 2 pouring vessels of large capacity, spouted bowl",0,,0,,0,,1,Hindquarters and other parts of young goat,0,,0,,1,160 Small stone beads counted as 1 necklace,2,BrP Flask 2,0,,0,,0,0,,31,2,4,0,0,0,0,26,32,6,32,6
Psematismenos Trelloukkas,South,PreBA 1,81,ECI-II,1,RP I-II jug 1,0,,20,"RPm I-II small bowl 11
RPm I-II lg bowl 2
RPm I-II med bowl 1
RPm I-II jug 3
RPm I-II sm-med bowl 2
RPm I-II juglet 1",0,,0,"Lg bowls, pouring vessels of lg capacity, med sized bowls and other pouring vessels",1,Copper spearhead 1,0,,0,,1,Whole skeleton of lamb or kid,0,,0,,0,,1,BrP earlug flask incised decoration,0,,0,,0,0,,22,1,1,0,0,1,1,21,23,2,23,2
Psematismenos Trelloukkas,South,PreBA 1,82,ECI-II,0,,0,,5,"RPm I-II bowl 1
RPm I-II small bowl 3
RPm I-II juglet 1",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,5,0,0,0,0,0,0,5,5,0,5,0
Psematismenos Trelloukkas,South,PreBA 1,83,EC I-II,1,RP I-II incised flask 1,0,,6,"RPm I-II spouted bowl 1 
RPm I-II small bowl 2
RPm I-II juglet 1
RPm I-II ladle 1
RPm I-II lg bowl 1",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,7,0,1,0,0,0,0,6,7,1,7,1
Psematismenos Trelloukkas,South,PreBA 1,84,ECI-II,4,"RP I-II incised tulip bowl 1
RP I-II jug 1
RP I-II incised flask 2 (chemically close to Vounous)",0,,14,"RPm I-II spouted bowl 1
RPm I-II sm-med bowl 1
RPm I-II lg bowl 2
RPm I-II jar 1
RPm I-II cooking pot 1
RPm I-II small bowl 6
RPm I-II jug 2",1,RP I-II incised tulip bowl 1,0,lg capacity jugs,0,,0,,0,,0,,0,,0,,0,,1,BrP flask 1,0,,0,,0,0,,19,1,4,0,1,0,0,14,19,5,19,5
Psematismenos Trelloukkas,South,PreBA 1,85,ECI-II,1,RP I-II jar 1,0,,9,"RPm I-II small bowl 5
RPm I-II cooking pot 1
RPm I-II juglet 1
RPm I-II lg bowl 1
RPm I-II ladle 1",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,10,0,1,0,0,0,0,9,10,1,10,1
Psematismenos Trelloukkas,South,PreBA 1,86,ECI-II,1,RP I-II jug 1,0,,7,"RPm I-II juglet 1
RPm I-II lg bowl 1
RPm I-II med bowl 1
RPm I-II small bowl 4",0,,0,,0,,0,,0,,0,,0,,0,,0,,1,BrP flask 1,0,,0,,0,0,,9,1,1,0,0,0,0,7,9,2,9,2
Psematismenos Trelloukkas,South,PreBA 1,88,ECI-II,0,,0,,2,"RPm I-II jug 1
RPm I-II small bowl 1",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,2,0,0,0,0,0,0,2,2,0,2,0
Psematismenos Trelloukkas,South,PreBA 1,89,ECI-II,2,"RP I-II small jar 1
RP I-II incised flask 1",0,,12,"RPm I-II sm to med bowl 1
RPm I-II small bowl 6
RPm I-II jug 2
RPm I-II med bowl 1
RPm I-II lg bowl 1
RPm I-II cooking pot 1",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,14,0,2,0,0,0,0,12,14,2,14,2
Psematismenos Trelloukkas,South,PreBA 1,90,ECI-II,3,"RP I-II jar 1
RP I-II incised flask 2",0,,15,"RPm I-II jug 5
RPm I-II spouted bowl 1
RPm I-II small bowl 6
RPm I-II lg bowl 1
RPm I-II vessel 1
RPm I-II cooking pot 1",0,,0,,0,,0,,0,,0,,0,,0,,0,,4,"BrP flask 3
BrP juglet 1",0,,0,,0,0,,22,4,3,0,0,0,0,15,22,7,22,7
Psematismenos Trelloukkas,South,PreBA 1,91,ECI-II,3,"RP I-II jar 1
RP incised flask 2",0,,29,"RPm I-II jug 7
RPm I-II jar 2
RPm I-II lg bowl 3
RPm I-II spouted bowl 4
RPm I-II med bowl 3
RPm I-II sm bowl 7
RPm I-II sm to med bowl 1
RPm I-II juglet 2",0,,0,"total capacity of vessels is 2x's the next largest 
large bowl with handles, largest jar, spouted bowl and jug, bridge spouted bowl, jug with cutaway mouth 2x capacity of other vessels",0,,0,,0,,1,2 caprine remains,0,,0,,2,"Diabase pounder 1
Spindle whorl, reuse as bead? 1",5,"BrP flask 4
BrP earlug flask 1",0,,0,,0,0,,37,5,3,0,0,0,0,31,39,8,38,8
Psematismenos Trelloukkas,South,PreBA 1,92,ECI-II,1,RP I-II incised flask 1,0,,7,"RPm I-II small bowl 4
RPm I-II juglet 1
RPm I-II med to lg bowl 1
RPm I-II jug 1",0,,0,,0,,0,,0,,0,,0,,0,,1,"79 beads, counted as 1 object",0,,0,,0,,0,0,,8,0,1,0,0,0,0,8,9,1,8,1
Psematismenos Trelloukkas,South,PreBA 1,93,ECI-II,1,RP I-II jar 1,0,,7,"RPm I-II jug 1
RPm I-II lg bowl 1
RPm I-II sm bowl 4
RPm I-II cooking pot 1",0,,0,,1,Copper needle 1 resembling North Coast style,0,,0,,0,,0,,0,,1,Small disk beads around rib area,0,,0,,0,,0,0,,8,0,1,0,0,1,1,9,10,1,8,1
Psematismenos Trelloukkas,South,PreBA 1,96,ECI-II,0,,0,,18,"RPm I-II jug 3
RPm I-II lg bowl 2
RPm I-II jar 2
RPm I-II cooking pot 2
RPm I-II small bowl 6
RPm I-II spouted bowl 1
RPm I-II med bowl 1
RPm I-II ladle 1",0,,0,"lg bowl, jug of lg capacity, animal bone",0,,0,,0,,1,Kid goat carcass,0,,0,,1,"43 small stone beads, counted as 1 object here",1,BrP flask I,0,,0,,0,0,,19,1,0,0,0,0,0,19,20,1,20,1
Psematismenos Trelloukkas,South,PreBA 1,97,ECI-II,0,,0,,11,"RPm I-II jug 4
RPm I-II jar 1
RPm I-II lg bowl 2
RPm I-II small bowl 3
RPm I-II med bowl 1",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,11,0,0,0,0,0,0,11,11,0,11,0
Psematismenos Trelloukkas,South,PreBA 1,99,ECI-II,0,,0,,5,"RPm I-II jug 1
RPm I-II med bowl 1
RPm I-II small bowl 2
RPm I-II ladle 1",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,5,0,0,0,0,0,0,5,5,0,5,0
Psematismenos Trelloukkas,South,PreBA 1,100,ECI-II,3,"RP I-II incised flask 1
RP I-II jar 2",0,,38,"RPm I-II jug 4
RPm I-II med jug 1
RPm I-II lg bowl 3
RPm I-II small bowl 20
RPm I-II spouted bowl 2
RPm I-II med to lg bowl 1
RPm I-II med bowl 3
RPm I-II jar 1
RPm I-II med closed vessel maybe jar 1
RPm I-II small to med bowl 1
RPm I-II cooking pot 1",0,,0,"Many small bowls, jugs, spouted bowls",2,Copper pins 2,0,,0,,0,,0,,0,,1,Spindle whorl,0,,0,,0,,0,0,,41,0,3,0,0,2,2,41,44,3,41,3
Psematismenos Trelloukkas,South,PreBA 1,102,ECI-II,0,,0,,9,"RPm I-II small bowl 6
RPm I-II juglet 2
RPm I-II tulip bowl 1",0,,1,RPm I-II tulip bowl 1,0,,0,,0,,0,,0,,0,,0,,1,BrP flask 1,0,,0,,0,0,,10,1,0,0,0,0,0,9,10,1,11,1
Psematismenos Trelloukkas,South,PreBA 1,103,ECI-II,2,"RP I-II incised flask 1
RP I-II small to med jar 1",0,,19,"RPm I-II jug 4
RPm I-II lg bowl 2
RPm I-II small bowl 8
RPm I-II jar 1
RPm I-II med closed vessel 1
RPm I-II med bowl 1
RPm I-II cooking pot 2",0,,0,"Lg bowls, jugs of lg capacity, third largest jar",0,,0,,0,,0,,0,,0,,2,"Spindle whorl 1
286 small beads counted as 1 object",2,BrP flask 2,0,,0,,0,0,,23,2,2,0,0,0,0,21,25,4,23,4
Psematismenos Trelloukkas,South,PreBA 1,105,EC I-II,1,RP I-II jug 1,0,,4,"RPm I-II spouted bowl 1
RPm I-II small bowl 2
Closed vessel of uncertain fabric (uncounted)",0,,0,,0,,0,,0,,0,,0,,0,,0,,1,BrP flask 1,0,,0,,0,0,,6,1,1,0,0,0,0,4,6,2,6,2
Psematismenos Trelloukkas,South,PreBA 1,106,ECI-II,0,,0,,21,"RPm I-II vessel uncertain type 1
RPm I-II lg bowl 1
RPm I-II jug 4
RPm I-II jar 4
RPm I-II sm bowl 5
RPm I-II ladle 2
RPm I-II small to med bowl 1
RPm I-II juglet 1
RPm I-II spouted bowl 1
RPm I-II med sized jug 1",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,21,0,0,0,0,0,0,21,21,0,21,0
Psematismenos Trelloukkas,South,PreBA 1,107,ECI-II,0,,0,,12,"RPm I-II jug 1
RPm I-II spouted bowl 2
RPm I-II lg bowl 1
RPm I-II small bowl 5
RPm I-II juglet 2
Vessel of uncertain fabric/type not counted
RPm I-II cooking pot I",0,,0,,0,,0,,0,,0,,0,,0,,1,248 small stone beads counted as 1 object,1,BrP flask 1,0,,0,,0,0,,13,1,0,0,0,0,0,13,14,1,13,1
Psematismenos Trelloukkas,South,PreBA 1,108,ECI-II,2,"RP I-II jar 1
RP I-II jug with round mouth 1",0,,21,"RPm I-II jar 1
RPm I-II jug 2
RPm I-II jar or juglet 1
RPm I-II small bowl 11
RPm I-II spouted bowl 1
RPm I-II tripod cooking pot 1
RPm I-II med bowl 1
RPm I-II tulip bowl 1
RPm I-II cooking pot 1
RPm I-II lg bowl 1",0,,1,"RPm I-II tulip bowl unique for relief decoration and large size                        
Small bowls, jugs and spouted bowl, specialized cooking vessel",0,,0,,0,,1,3 joints of meat from young sheep,0,,0,,1,13 small beads couned as 1 object,2,BrP flask 2,0,,0,,0,0,,25,2,2,0,0,0,0,22,26,4,27,4
Psematismenos Trelloukkas,South,PreBA 1,109,ECI-II,0,,0,,12,"RPm I-II jug 1
RPm I-II spouted bowl 1
RPm I-II lg bowl 1
RPm I-II cooking pot 1
RPm I-II small bowl 8",0,,0,"Lg bowl, spouted bowl, jug of large capacity found in front of enterance, with many small bowls",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,12,0,0,0,0,0,0,12,12,0,12,0
Psematismenos Trelloukkas,South,PreBA 1,110,ECI-II,0,,0,,13,"RPm I-II spouted bowl 1
RPm I-II juglet 1
RPm I-II small bowl 10
RPm I-II jug? 1",0,,0,,0,,0,,0,,0,,0,,0,,0,,1,BrP flask 1,0,,0,,0,0,,14,1,0,0,0,0,0,13,14,1,14,1
Psematismenos Trelloukkas,South,PreBA 1,111,ECI-II,0,,0,,12,"RPm I-II jug 1
RPm I-II lg bowl 1
RPm I-II small bowl 7
RPm I-II cooking pot 1
RPm I-II small spouted bowl 1
RPm I-II ladle 1",1,"RPSC pot, med sized with incised decoration",0,,0,,0,,0,,0,,0,,0,,0,,1,RPSC pot 1,0,,0,,0,0,,13,1,0,0,1,0,0,12,13,1,13,1
Psematismenos Trelloukkas,South,PreBA 1,112,ECI-II,0,,0,,13,"RPm I-II jug 3
RPm I-II lg bowl 1
RPm I-II small bowl 6
RPm I-II cooking pot 1
RPm I-II med bowl 1
RPm I-II ladle 1",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,13,0,0,0,0,0,0,13,13,0,13,0
Psematismenos Trelloukkas,South,PreBA 1,114,ECI-II,1,RP I-II incised flask 1,0,,9,"RPm I-II spouted bowl (v.small) 1
RPm I-II juglet 1
RPm I-II med bowl 1
RPm I-II small bowl 4
RPm I-II ladle 1
RPm I-II cooking pot 1",0,,0,,0,,0,,0,,0,,0,,0,,1,532 small stone beads counted as 1 object,0,,0,,0,,0,0,,10,0,1,0,0,0,0,10,11,1,10,1
Psematismenos Trelloukkas,South,PreBA 1,117,ECI-II,1,RP I-II jar? 1,0,,14,"RPm I-II lg bowl 1
RPm I-II small bowl 7
RPm I-II jug 1
RPm I-II spouted bowl 2
RPm I-II tulip bowl 1
RPm I-II cooking pot 2",0,,1,RPm I-II Tulip bowl 1,1,Small piece of corroded copper possibly part of a finger ring  1,0,,0,,0,,0,,0,,1,76 small stone beads counted as 1 object,1,BrP flask 1,0,,0,,0,0,,16,1,1,0,0,1,1,16,18,2,17,2
Psematismenos Trelloukkas,South,PreBA 1,118,ECI-II,1,RP I-II jar 1,0,,38,"RPm I-II jar 1
RPm I-II small bowl 26
RPm I-II jug 4
RPm I-II lg bowl 3
RPm I-II ladle 2
RPm I-II spouted bowl 1
RPm I-II funnel 1 (rare)",0,,1,"RPm I-II funnel 1 (rare) 
lg number of vessels/person, 29 bowls and 10 pouring vessels",1,Copper spearhead  1,0,,0,,0,,0,,0,,2,Black beads 2 found sieving so uncertain if from same object,2,"BrP juglet 1
BrP flask 1",0,,0,,0,0,,41,2,1,0,0,1,1,41,44,3,42,3
Psematismenos Trelloukkas,South,PreBA 1,119,ECI-II,0,,0,,11,"RPm I-II lg bowl 1
RPm I-II juglet 2
RPm I-II spouted bowl 1
RPm I-II cooking pot 1
RPm I-II small bowl 6",0,,0,,0,,0,,0,,0,,0,,0,,0,,2,BrP flask 2,0,,0,,0,0,,13,2,0,0,0,0,0,11,13,2,13,2
Psematismenos Trelloukkas,South,PreBA 1,120,ECI-II,1,RP I-II incised flask 1,0,,5,"RPm I-II small bowl 4
RPm I-II jug 1",0,,0,,0,,0,,0,,0,,0,,0,,2,"Small cuved white stone with smooth rounded surfaces (unworked) 1
85 small stone beads counted as 1 object",0,,0,,0,,0,0,,6,0,1,0,0,0,0,7,8,1,6,1
Psematismenos Trelloukkas,South,PreBA 1,121,Later than EC II,0,,0,,4,"RPm II-III spouted bowl 1
RPm II-III small bowl 1
RPm II-III juglet 1
RP III juglet 1",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,4,0,0,0,0,0,0,4,4,0,4,0
Psematismenos Trelloukkas,South,PreBA 1,122,ECI-II,0,,0,,15,"RPm I-II jug 5
RPm I-II small bowl 8
RPm I-II lg bowl 2",0,,0,"high percentage of lg capacity vessels 
3 jugs, lg bowl >10 liters",0,,0,,0,,0,,0,,0,,1,Spindle whorl 1,0,,0,,0,,0,0,,15,0,0,0,0,0,0,16,16,0,15,0
Psematismenos Trelloukkas,South,PreBA 1,123,ECI-II,2,"RP I-II jar 1
RP I-II incised flask 1",0,,12,"RPm I-II jug 1
RPm I-II small bowl 10
RPm I-II ladle 1",0,,0,,0,,0,,0,,0,,0,,0,,1,20 small stone beads counted as 1 object,0,,0,,0,,0,0,,14,0,2,0,0,0,0,13,15,2,14,2
Psematismenos Trelloukkas,South,PreBA 1,124,ECI-II,8,"RP I-II jug 1
RP I-II incised flask 7",0,,46,"RPm I-II jar 3
RPm I-II jug 4
RPm I-II juglet 2
RPm I-II lg bowl 2
RPm I-II med bowl 4
RPm I-II small bowl 21
RPm I-II cooking pot 2
RPm I-II spouted bowl 1
RPm I-II med sized jar 1
RPm I-II small to med bowl 2
RPm I-II tulip bowl 2
RPm I-II open spouted tulip bowl 1
RPm I-II ladle 1",0,,3,"RPm I-II tulip bowl 2
RPm I-II open spouted tulip bowl 1
lg capacity jar, 4 jugs of med to lg capacity, assemblage of small bowls and flasks",0,,0,,0,,1,Body parts of a sheep including head,0,,0,,2,"14 small ovoid pebbles several cracked and broken (fire heated rocks?) counted as 1 feature 
106 small stone beads counted as 1 object",15,"BrP flask 12
BrP earlug flask 3",0,,0,,0,0,,69,15,8,0,0,0,0,48,71,23,73,23
Psematismenos Trelloukkas,South,PreBA 1,125,ECI-II,0,,0,,19,"RPm I-II jug 3
RPm I-II lg bowl 2
RPm I-II small bowl 8
RPm I-II jar 3
RPm I-II spouted bowl 1
RPm I-II cooking pot 1
RPm I-II med bowl 1",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,19,0,0,0,0,0,0,19,19,0,19,0
Psematismenos Trelloukkas,South,PreBA 1,126,ECI-II,1,RP I-II closed vessel probably jug 1,0,,14,"RPm I-II lg bowl 1
RPm I-II jug 1
RPm I-II med bowl 2
RPm I-II small bowl 10",0,,0,,0,,0,,0,,0,,0,,0,,1,2 small pebbles with no evidence of use,0,,0,,0,,0,0,,15,0,1,0,0,0,0,15,16,1,15,1
Psematismenos Trelloukkas,South,PreBA 1,1/82 Todd 1985,ECI-II,1,RP I-II jug base 1,0,,47,"RPm I-II jar (id as amphora) 1
RPm I-II deep conical bowl 1
RPm I-II spouted bowls 3
RPm I-II tripod bowl 1- distinguish wealth 
RPm I-II stemmed cups 3
RPm I-II jug with cutaway spout 1
RPm I-II jugs 7
RPm I-II med bowl with handles 1
RPm I-II lg bowl 5
RPm I-II small bowl 23
RPm I-II dipper juglet 1",0,,4,"RPm I-II stemmed cups 3
RPm I-II jar- largest, holds 34 liters
high number of animal bones",0,,0,,0,,1,"1 fragment of sheep/goat pelvis
1 immature radius sheep/goat
5 frags of cattle bones- 3 hindlimbs of 2 individuals",0,,0,,2,"Stone pounder 1
Stone hammer/mace head 1",5,"RPm I-II stemmed bowls (3) from site in south
BrP deep bowl  1
BrP bottle 1",0,,0,,0,0,,53,5,1,0,0,0,0,49,55,6,58,6
Psematismenos Trelloukkas,South,PreBA 1,1/99 Georgiou 2000,ECI-II,0,,0,,17,"RPm I-II jug 1
RPm I-II small bowl 7
RPm I-II tulip bowl 5
RPm I-II juglet 1
RPm I-II ladle 1
RPm I-II lg bowl 1
RPm I-II jar 1",0,,5,RPm I-II tulip bowls 5,0,,0,,0,,0,,0,,0,,1,Whetstone of sandstone 1,3,RPSC pots 3,0,,0,,0,0,,20,3,0,0,0,0,0,18,21,3,25,3
Psematismenos Trelloukkas,South,PreBA 1,Maroni 1/2000,ECI-II,0,,0,,18,"RPm I-II jug 4
RPm I-II med bowl 2
RPm I-II lg bowl 2
RPm I-II small bowl 10",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,18,0,0,0,0,0,0,18,18,0,18,0
Psematismenos Trelloukkas,South,PreBA 2,95,Later than EC-II,0,,0,,1,RP III juglet,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,1,0,0,0,0,0,0,1,1,0,1,0
Psematismenos Trelloukkas,South,PreBA 2,PKK/94,MCI-II,3,Drab Polished jug 3,0,,45,"RP III small bowl 7
RP III lg bowl 9
RP III jug 6
RP III amphora 5
RP III closed vessel 1
RP III lg closed vessel 4
RP III (IV) askoid juglet 1
RP III lg open or closed vessel 1
RP III lg jug 1
RP III pyxis? 1
RP III juglet 3
RP III pithos 2
RP III jar 1
RP III gourd juglet 1
RP III jug or amphora 1
Black Slip jug 1?",0,,0,,3,"Copper based knife  1
4 Copper or bronze rectangular plaques counted as 1 object
Copper based necklace 1",0,,0,,0,,0,,5,"216 complete and 17 fragmentary faience beads counted as 1 object 1
Faience bead 4",0,,1,BrP small bowl 1,0,,0,,0,0,,49,1,3,5,0,3,3,48,57,9,49,4
Pyla Kafkarokremmos,South,PreBA 1,Pyla Tomb 4,EC I-II,1,RP incised bottle 1,0,,18,"RP jar 2
RP jug 5
RP pot 3
RP stemmed bowl 1
RP lg bowl (basin) 1
RP small bowl 7
RP tulip bowl 1",0,,2,"RP tulip bowl 1
RP stemmed bowl 1",0,,0,,0,,0,,0,,0,,2,"Spindle whorl 1
Conch/triton shell 1",0,,0,,0,,0,0,,19,0,1,0,0,0,0,20,21,1,21,1
Pyrgos,South,PreBA 1,2,EC II-III,0,,0,,8,"RP basin 2
RP bowl 3
RP med jar 1
RP lg jug 1
RP jug 1",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,8,0,0,0,0,0,0,8,8,0,8,0
Pyrgos,South,PreBA 2,3,ECIII,0,,0,,6,"RP bowl 1
RP juglet 2
RP cooking pot 1
RP jug 1
RP storage jar 1",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,6,0,0,0,0,0,0,6,6,0,6,0
Pyrgos,South,PreBA 2,4,MCI-II,0,,0,,3,"RP bowl 2
RP jug 1",0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Drab Polished flask 1,0,,0,,0,0,,4,1,0,0,0,0,0,3,4,1,4,1
Pyrgos,South,PreBA 2,21,EC-MC,7,"Red Painted Black Topped bowl 1?
Red Painted black topped triple-legged bowl 1
Red Slip bowl 3
White painted encrusted (?) amphora 1
Black Slip juglet 1",0,,67,"RP III lg amphora 1
RP III med amphora 5
amphora 2
RP III anthropomorphic amphora 1
Black surface lg amphora with disk decoration 1
RP IV amphoriskos 3
RP III amphoriskos 1
RP IV amphoriskos with anthropomorph décor 1
RP III askoid 4 legged jug 1
RP III lg jug 2
RPm IV lg jug 1
RP IV lg jug with snake decoration 2
RP III med jug 3
RP III med jug with snake decoration 1
RP III med zoomorphic jug 1?
RP IV med jug 10
Med jug 1
Jug with breast projections 1
RP IV juglet 3
RP III juglet 3
juglet 3
RP IV Side spout tankard jug 1 
RP III spouted bowl 1
RP IV bowl 1
RPm bowl 5
RPm III bowl 1
Bowl 4
RP III basin 1
RP III bowl with handle 1
Cooking dipper juglet 2
Ladle 1
RP III ladle 1
RPm III funnel 1",9,"Ankle-bone astragalus 1
RP III anthropomorphic amphora 1
Black surface lg amphora with disk decoration 1
RP IV amphoriskos with anthropomorph décor 1
RP IV lg jug with snake decoration 2
RP III med jug with snake decoration 1
RP III med zoomorphic jug 1?
Jug with breast projections 1",1,"RPm III funnel 1
high number of pouring vessels and highly decorated vessels",13,"Copper axe 2
Copper knife 3 (one possibly unfinished)
Copper tweezers 2
Copper chisel 2
Copper awl 1
Copper scraper 1
Copper necklace 1
Copper bracelet/ingot 1",0,,0,,0,,0,,1,"27 faience beads, 4 rock crystal dividers in necklace, counted as 1 object",10,"Whetstone 5
Stone mace head 4
Stone quern 1",3,"Drab Polished amphoriskos 2
Drab Polished/Black Slip juglet 1",0,,0,,0,0,,77,3,7,1,9,13,13,90,101,11,78,10
Pyrgos,South,PreBA 2,001 Total,EC-MC,0,,0,,9,,0,,0,,2,,0,,0,,0,,0,,0,,1,,2,,0,,0,,0,0,,11,2,0,0,0,2,2,12,14,2,11,2
Sotira Kaminoudhia,South,PreBA 1,4,ECI/II-III,0,,0,,1,RP jug 1,0,,0,,0,,0,,0,,0,,0,,0,,0,,4,"RPSC flask 2
BrP bottle 2",0,,0,,0,0,,5,4,0,0,0,0,0,1,5,4,5,4
